comment,complaint_cluster
الامل وحش اوى اوى اوى الفراج معموله من فتره ومسخنه وحاجه استغفر الله العظيم بجد,
مش زي زمان,
الفراخ مكانتش مستويه كويس وفيه حتت كان فيها ما أشبه بالدم وحسيت أنها مش متنضفه احسن حاجه والحمص مش حلو خالص,
زبالة,
سيء سيء جدا,
يسلموا يديكم على اكل,
الرز ملوش اي علاقة بطعم المندي ، لونه اصفر فقط . سئ جدا,
النظافة معدومة ممكن تلاقي كائنات فضائية فالرز عادي,
انا كنت طالب طرب ...اللي وصلني كفته ..و محروقه,حرارة_غير_مناسبة
جميل ديما كده بقي,
النص فرخة صغيرة جداً,كمية_قليلة
قذر ومعفن,نظافة_سيئة فساد_الطعام
اللحمة فيها شعر محتاجة تتنظف كويس قبل تحضيرها غير كدة تمام,نظافة_سيئة
الفراخ مش مستويه اووووي,
السلطة كانت فاسدة وما كانش فيه غير معلقة وما كانش فيه صلصة مع الماندي,فساد_الطعام
الطعم سئ,
طلبنا طرب بعتولنا كفته والاوردر جاى من غير معالق والحواوشى محروق شويه بس مقبول يعنى,حرارة_غير_مناسبة
الحواوشي اللحمة مش مستوية نهائي لونها احمر واضح قرفنا للاسف,طعم_سيئ نظافة_سيئة
أسوأ اكل اكلته في حياتي بجد اكله وحش جدا لا يطاق يعني مطعم اسم على الفاضي,
سئ,
الاوردر كان كباب مشكل جى كله كفته بس ومش اول مره يجيلى اوردر منكم غلط قبل كده طلبت ورق عنب جالى منبار,طعم_سيئ طلب_غلط
سئ جدااااا فرع مش كويس,
سيء جدا جدا,
كنت طالبه وجبتين واحده ربع فرخه مندي وتلت كفته وربع فرخه مشويه وتلت كفته.. الربع فرخه المشويه جاتلي من غير دبوس زي وطعمها مش طازه كأنها بايته او بواقي.. وجاتلي سلطات لوجبه واحده بس واحد طحينن وواحد سلطه خضرا وواحد صوص احمر والتانيه جه معاها الصوص الا...,طعم_سيئ
الفراخ زفره اوي وريحتها مش حلوه,
طلبت نفر لحم مندي سوبر..اللحمة كان فيها ريحة مش ظابطة ولونها غريب وقاسية جدا عبارة عن خشب مش لحم وبعض القطع كان فيها شعر..الطلب ده كان يوم ٢٥ يناير كلمت المنيوز ورجعوا الأكل..المطعم ما اتصل ولا قدم أي اعتذار ولا توضيح,نظافة_سيئة
كل مرة الاوردر مش مطابق أو ناقص..ومحاولات بالساعات مع الموقع واتصال بالمطعم وحجج وعدم احترام الزبائن...,طعم_سيئ طلب_غلط
الرز لونه فقط مندي .. الطعم زيرو,
الاكل موش حلو خالص,
طلبت كفتة طرب.جالى كفتة عادية.,
الاكل كان كويس بس طلبت صدر وجاب ورك,
بصراحة طعم جميل جداً وكمية كافيه,
الأكل كان مليان شطة وأنا عندي حساسية من الشطة مش عارف ايه القرف اللي حصل دا,نظافة_سيئة
الأكل كان حلو اوي مزيد من التقدم بقى لاني بطلب كل يوم من عندكم ❤️,
ميستاهلش نجمة واحدة حتى كنت طالب فرخة مشوية جه نصين صغيرين جدا ومعاهم معلقتيين رز فطبق فويل وكام رغيف عيش وهو ده الاوردر مطعم سئ جدا بصراحة ومنصحش حد بيه خالص,كمية_قليلة
الأكل جميل جدا خصوصا الشيش عجبني جدا شوي ممتاز وطعم الفحم واضح,
كنت طالب واحد ورق عنب و واحد ممبار جالي ٢ ورق عنب,
حضرتك انا كنت طالب ساندوتش طرب جالي كفته,
سئ جدا,
طلبت طرب لتاني مره جالي كفته ومش فاهم ليه كدة,طعم_سيئ
طلبت ماندي ارسلتم مشوي ؟!!!!! الحواوشي الحشو قليل جدا وناشف,فساد_الطعام كمية_قليلة
شيف حضرموت انت لو حلاق مش هتبعتلي الطرب ده مطعم خ ر ا,
وجبه بدون سلطات,
انا كنت طالب طرب جالي كفته !!,
كالعادة معرفش ليه كل اوردر من حضرموت لازم ييجي فيه حاجة غلط كنت طالب نص فرخة مشوية مع فرايز جاتلي مع رز,طلب_غلط
مش حلوه زى كل مره,طعم_سيئ
الاوردر صغير ومش زي مانا طلبته وده غلط من المطعم,كمية_قليلة طلب_غلط
بصراحه حابب اقول لمطعم حضرموت ان عربيه الاكل في الشارع انضف واحسن من اكلكم الف مره فراخ بقالها اسبوع حاجه في منتهي السوء والقذاره اسوء مطعم في العالم الشيف الي بيشتغل هناك يا ريت يشوف رسالتي شوفلك مصلحه تانيه اشتغل سباك قهوجي بنا بس ملكش دعوه بالاكل,طعم_سيئ
انا كل مرة اطلب من عندكم يوميا اليوم الدجاج ابد مطيب و التمن كذلك ما السبب ؟,طعم_سيئ
جميل وخدمه ممتازه,
سيئ الفرخة ب 130 جنية و صغيرة و محروقة وحجم السلاطة و الطحينة و العيش صغير جدا,حرارة_غير_مناسبة كمية_قليلة
الاكل سيء,
مش حلو ابدا,
👍🏻👍🏻👍🏻👍🏻,
الكمية قليلة جدا بالنسبة للصورة اتمنى تلتزموا👍🏻,كمية_قليلة
اجمالي المبلغ غير اللاجمالي اللي بظهر بعد تأكيد الاوردر ودي تاني مره يحصل كده,طعم_سيئ
الاوردر كله غلط طلبت طرب جه كفته و كباب جه لحمة مشوية و الطحينة خفيفة جداً,طلب_غلط
جيد جدا,
الأكل جة سخن وملفوف كويس والطيار عرف المكان ووصل على طول hassle free delivery,
الخصم,
المندي صغير جداً,كمية_قليلة
الدجاج مش محمر كويس و البطاطة كمان و الارز لازم يكون نفس الرز بتاع الفراخ,طعم_سيئ
Tsamom,
الفرخة مسلوقة وطعمها ميتاكلش والطحينة شبه المايه وعاملين صلصة معفنة عبارة عن طماطم مضروبة فى الخلاط والسلطه الطمام الى فيها بايظة بخصوص الحوا الحواوشى طعمه حلو,فساد_الطعام
الاكل وحش جدا الفراخ كلها دم و عروق و الرز طعمه سيء جدا,
طلبت كبسه و كانت فيها شطه كتير جدا لدرجة اني تعبت منها و بطني وجعتني و الفراخ مش مستويه للاسف كانت نص سوا الحواوشي طعمه حلو بس صغير جدا مقارنة بحجمه,كمية_قليلة تسمم_غذائي
الاكل حلو بس بحالات الحواوشي حلو بس فاضي للأسف الفراخ كذا مرة تبقى ناشفة أو مش مستوية كويس و أخر مرة طلبت بنجر جه كول سلو,طعم_سيئ فساد_الطعام
جميل الاكل,
الرز بس شوية صغيرين جدا جدا,كمية_قليلة
السلطه والأرز مش كتير عينات,
مبدأيا التعامل مع العملاء زي الزفت وكل ما اقول على حاجة تتنفذ ما بتتنفذش وطلبت ان الاوردر يتغير والطيار لسه مطلعش ولا استلم الاوردر والاكل لسه في المطعم واقوله يبدله يقولي انو اتغلف ناهيك عن الاسلوب الزفت الي لما اقوله الغي الاوردر يقولي لازم تكلم ...,
الطيار خد فلوس زياده عن سعر الاوردر,
الممبار كميته قليله جدا بالنسبه لسعره,كمية_قليلة
طلبت زيادة صوص طماطم و مجاش فممكن تزودوه فالمنيو بحيث لو انا عايزة زيادة ادفع تمنه,
الاكل مش حلو خالص,
طلبت سلطة بنجر جالي بدالها كول سلو.. اتصلت بالمطعم قالولي ف الاول اديهم العنوان يبعتوهالي لكن الخط قطع.. رجعت اتصلت بيهم قالولي ان البنجر خلص وبعتولي الكول سلو بداله الطيار كان فوق الممتاز وف منتهى الادب والذوق لدرجة انه عرض يروح يجيبلي الطلب الناقص...,طلب_غلط تسمم_غذائي
خلو الشيف يهتم بالاكل شويه,
الأكل كان حلو اوى و نضيف,
الاكل مش حلو نهاءى,
الاكل كان سئ جدا,
الرز البسمتي جالي كبسه حراق,
سئ جدا جدا جدا و اخر مرة اطلب منهم طلبت فراخ شيش مشوية جاتلي مش مستوية و و ملهاش طعم و الرز غرقان زيت,طعم_سيئ
الطلب وصل من غير كول سلو,
الاكل بايظ,فساد_الطعام
الاكل كان سخن جدا و نظيف بس الفراخ كانت عايزة تستوي شوية,
العيش كان به حروق,
كمية ورق العنب والممبار قليله على سعرهم,كمية_قليلة
متوسط,
المطعم كان كويس جدا .. بس بدا يعك اخر طلب كان كبسة فراخ جاء مكانة مندي .. وكنت طالب بامية ب 25 ج جاه والله بالظبط 5 قطع بامية القطعة كدة واقفة عليا ب 5 جنية كأنها مستوردة من امريكا وبتسمع موسيقي.,طعم_سيئ
تمام لكن الارز غير كافي بالمرة,طعم_سيئ
البطاطس طالعه لونها اسود !!!,
فوق الممتاز,
الفراخ كويسه لكن الممشى مش قد كده,
تم طلب محشى ورق عنب وتم ارسال طبق ممبار ( فوجئت به ),
تجربه سيئه جدا وياريت توصلو ده للمطعم ومش هطلب من عندهم تانى طبعا,
الحواوشي دا بيتباع برا احسن منه ب ١٠ جنيه والكفته مش مشويه وطعمها مش كويس شكرا ليكم دا اول تعامل مع الفرع دا,
انا طلبت طرب و جالي كفته !!!!,
الحواوشي سيء جدا,
لماذا لا يوجد دليفري توصيل لمول تيفولي دوم اكثر من ساعه لا يتم قبول الطلب,
دفعت قيمة الوجبة مرتين,طعم_سيئ
الاكل حلو بس الحواوشي معجبنيش,
التغليف سيء جدا للأسف,
مش الجودة المعتادة,
تسلم ايديكم,
زباله,
اولا اول ما فتحت لقيت شعرة في الاكل. ثانيا الاكل كميته قليلة جدا وطعمو خرا ميستحقش ربع الفلوس حتي,نظافة_سيئة كمية_قليلة
خدمة ممتازة جدا و دليفرى محترم و الأكل نظيف,
الكمية قليلة والكبسة سبايسي جدا والرز مش احسن حاجة,كمية_قليلة
خدمه ممتازة بس الاوردر اتاخر,
قليل جداً,كمية_قليلة
الكبسه كانت حرقااااااه جدا جدا بدرجه متتكلش !!!!!!!!! باقى الاكل ممتاز,
الاكل حلو لكن الطلب وصلي سبايسي وانا مش طالبه كده,
كنت طالب صدر مش ورك ومع ذلك جه ورك شئ مستفز جدا,
صدر الفراخ مش مستوي,
وحش جدا وريحته سيئه وشارب زيت ومش مستوى ولا متنضف كويس,
marwan5kk5@gmail.com المطعم نظيف جدا و اكله ممتاز,
الطعام غير ناضج,
دول شويه نصابين وحرميه والاكل عندهم زباله اول شى ريحت الاكل زفره وكميه اكل قليله وأسلوب زباله فى التعامل حقيقى انصح الناس بعدم التعامل معهم,كمية_قليلة
الفراخ زفرة جدا حاجة مقرفة رميت فلوس فى الارض,طعم_سيئ نظافة_سيئة
الاكل سبب لي تسمم اللحم سيي جدا وكانه لحم كلب حسبي الله ونعم الوكيل,
خرا,
الدجاج كان فيه أجزاء نيئة تماماً,
الفراخ مش حلوه خااالص,
الكفته كويسه الفراخ ريحه النتانه فيها قلبت الشقه تجربه زي الزفت الصراحه,
الصلصة الحاره مش كويسه خالص. الاول كنتو بتعملوها كويس دلوقت طعمها بقا وحش جداً,
كله تمام,
٥ قطع ممبار صغيريين ب ٣٥ ج سعر مبالغ فيه,كمية_قليلة سعر_غالي
ل,
الماندي لم يكن كامل السواء,
في شعر علي الفراخ حاجه مقرفه,طعم_سيئ نظافة_سيئة
الدجاج غير مستوي,
في طلب وصل غلط,طلب_غلط
كلشي ❤️,
ارسلت شكوى امس ارجو ارسال بديل للوجبه الحارة,
كان من المفروض التنبيه علي العملاء بمكونات الكبسه لأنني فوجأت بأنها حار اوي اوي ولم استطع تناولها,
حادق اوي كل حاجة حادقة مش مظبوطة رجاء عدم الإستعجال وموازنة معيار الملح وده عشان مش اول مرة آكل من عندكم وعارف قد ايه انتم ممتازين,طعم_سيئ
اولا.الملوخيه كانت خفيفه خالص ثانيآ.انا كنت طالب ربع طرب وثمن كفته وثمن كباب مشوفتش ريحه الكباب وجالي بدلها لحمه وكان الاكل بارد ف دي كانت أول واخر مره اتعامل فيها مع المطعم...,طعم_سيئ حرارة_غير_مناسبة
الفراخ كانت سيئه المره دى جدا والمكرونه مش حلوه,طعم_سيئ
اللحمه كثيرة الدسم,
الصوص الأحمر حامض,طعم_سيئ
الاكل حلو جدا جدا بس الصلصة والطماطم مع الحر طعمهم متغير شويه,
اللحمه نيه وطلبت طاجن بطاطس باللحمه جالى مليان خضار والملوخيه سيئه وسقطه,
المفروض ان كل طلب يكون له العيش الخاص به والسلطات الخاصة به ماينفعش باعت سلطات وعيش الاوردر واح فقط طيب والطلب التاني بدون سلطات اوعي ماينفعش الكلام ده ايةالحل دلوقتي واحد ياكل والتاني لا,
الطعم محتاج توابل اكثر,
طلبت نصين فرخة مندي، كان ناقص سلطة ومخلل وطحينة. الفراخ كانت مش مستوية وطعمها زفارة ورميت نص الاكل .. لا أنصح بالتعامل مع هذا المطعم نهائيا,طلب_غلط
تأخر جدا جدا الأكل كميته قليله جدا,كمية_قليلة
فرخة مشوية آكتر من مرة وناشفة السلطات حمضانة الكفتة مش كفتة ولا الطرب طرب عندي قط مرضاش ياكل الاكل اترمي كله لولا إن فيه خصم كان زماني عملتلكو محضر في القسم جتكو القرف,طعم_سيئ نظافة_سيئة فساد_الطعام
وحش أوي,
It wasn’t tasty,
طالب طرب جالي كوفته,
مطعم سيء لا أنصح به من حيث الكميات والجودة وخدمة العملاء,
طلبت وجبة لحم طلعت من عبارة عن عضم وسعر الوجبة اغلى من كيلو لحم,
الله ينور تمام,
سيء جدًا,
الفرخة المشوية معفنة,فساد_الطعام
الاكل شوية مش مستوي بس سرعه التوصيل رهيبه,
طلب خاطيء كفتة بدل كباب تأخر ساعة كاملة,
رائع كالعاده,
الرز قليل,كمية_قليلة
المنيو كلها غير متوفرة لا الله ينور اقفلو بقي,
مطعم نضيف و محترم و دائماً بينزل عروض,
الفراخ كوبسة والبطاطس مش فارم حتى ومش مستوية ومتستاهلش تمنها اطلاقا,
حقيقي التسويه وحشه جدا والاكل ريحته مش كويسه تجربه مش كويسه بالمره,طعم_سيئ
السلطه حامضه والطحينه ميه,طعم_سيئ
للاسف سء جدااتات,
الطعم مش زي اكل البيت و مكنش سخن كفايه والكميه صغيره,كمية_قليلة
كل حاجه تحفه طعم وريحه وسخن وطازة والدليفرى ذوق واخلاق,نظافة_سيئة
لا يوجد فاتورة,
رائع جداااااا والدليفري ممتاز يسلموا,
مفروض تضيفوا صلصه اكتر وتظبطوا اكتر لكن....,
ا,
الكبسة حامية جدا والرز مهجن بجد كان سيء جدا وتم طلب ورق عنب ارسل ممبار قمة الإهمال,
❤️,
"السلطة عينة صغيرة جدا ومفيش شربة ولا طحينة والتلات انواع اللي طلبتهم مفيش فرق ملموس, كلهم شبه بعض والطعم محتاج بهارات اكتر",كمية_قليلة
محترم جدا,
مقبول,
الاكل غير مستوي بالدرجه الكافيه,
بس الريحة مش كويسة معرفش ليه,
مش ده الاوردر المتعودين عليه,
وجبه ١/٨ تيس وصلت رز وعظم اللحم كان قليل جدا لا تستحق ثمنها,كمية_قليلة
باعتلي شوربة عدس مكان شوربة كريمة .... وباعت طحينة مكان الحمص.... والفراخ زفرة. اسوأ طعم واسوأ خدمة....مكان مقرف,طعم_سيئ نظافة_سيئة
اخذ التوصيل ساعتين ونصف,
الفراخ مش مستوية كويس,
😀,
لم يصلني الطلب لظروف قهرية للكابتن,
اكل سيئ للغايه و راحته سيئه اسواء تجربه حقيقي,
رائعة,
ميرسي كثيىر الطلب تخفة,
3 سعات علشان الاكل يوصل اول و اخر مره اتعامل معاهم,طعم_سيئ
رائع,
اللحمة نية شوية,
شكرا الطلب حلو وممتاز التوصيل في الميعاد شكرا,
لذيذ يسلمو,
سئ جدا والسلطات حاجة تقرف لا انصح بالتعامل معهم,نظافة_سيئة
جوده الطعام سيئة جدا جدا,
ال دليفري محترم ومهذب,
الحواوشي مليانة فلفل حامي بشكل ميتاكلش والتغليف الحواوشي مبلول لانه متغلف وهو سخن بطريقة غلط,طلب_غلط
رز الكابسة عايز اوسكار الله ينور,
طلبت ٢ طبق جانبى مع الدجاجه ولم يأتى,
ماشاء الله كله حلو ولذيذ,
بس الارز قليل شويه,كمية_قليلة
مطعم محترم ونضيف مفيش كلام,
زي الزفت,
الرز نى مش مستوى و الاوردر التانى البطاطس المحمره كارثه الواحد مبيتعلمش ببلاش,طعم_سيئ
الاكل كان فيه صرصار,
الاورد اللي جيه فيه غلطه و مش كويس والعيش كان ابيض واللي جواه قطع صغيره اوي اوي من اللي مطلوب,كمية_قليلة طلب_غلط
الاكل طعمه كويس الصراحة بس توصيل الاوردر بيتاخر جدا جدا جدا,
اسوأ مطعم اتعاملت معاه علي ابليكشن المنيو مطعم بجد سئ جدا في توصيل الطلبات انا طالب الاوردر اكتر من ساعتين ولم يصل,
سئ جدا جدا جدا للمعاملة وقلة ذوق واحترام ومفيش متابعة من المطعم للاوردر وتاخير زبالة,
تاخير مبالغ فيه جدا جدا اكتر من ساعتين مفيش احترام انصح محدش يطلب منه اوردر,سعر_غالي
اشطه,
الأكل كان حلو جدا جدا جدااا تسلم ايديكوا فاق توقعاتي والتوصيل في أقل من نص ساعة والأكل سخن جداا والتغليف ممتاز شكرا ليكوا,
مواعيد متأخرة جدا و بيلغبطوا في الأوردر,تأخير_طلب
تأخير مبالغ فيه,تأخير_طلب سعر_غالي
الاكل جميل جدا والرز رائع،لكن اتمني تهتموا بنظافة المكان🤦🏻‍♂️,
ماشاء الله .الطعام كافي وافي والطعم حكاية . شكرا وفي تفدم دائما,
طالب بانيه جالي وراك وزفره,
عادي,
الأرز لم يكن مكتمل التسوية للأسف هذه المرة هو والدجاج,طعم_سيئ
الطلب جاي ناقص و كله شطه,طلب_غلط
مش اد كده,
الله يزيد و يبارك احسن بطاطس بالفراخ المشويه في اسكندريه,
الاكل جيد جدا و نظيف لكن الكاشير لا يتبع اوردر الابليكيشين و بيضيف حاجات بدون اخذ راي العميل بتكلفة اضافية,
الاكل بارد شوي بس حلو,حرارة_غير_مناسبة
حاطط كمية تومية كتير جدا علي الوش، عمري ماشوفت كده ، جالي حموضة منها ،، التومية بتتحط لوحدها برا الفتة ، تجربة مش هتتكرر تاني,طعم_سيئ
الاكل كله محروق حرام كده بجد و لا واحد سليم !!! و حتي الحشو مش كامل اول مرة يوصل الاكل بالسوء ده بس بشكل فعلا ما يتسكتش عليه !!!,طعم_سيئ حرارة_غير_مناسبة
في طعم غريب,
التوميه قليله في الساندويتش و معهوش حتي علبه التوميه الصغيره,كمية_قليلة
الاوردر وصل متاخر جدا على غير العادة,
ميستحقش الفلوس اللي ادفعت,
فراخ للاسف كانت محروقه,حرارة_غير_مناسبة
حاسه حجم صغير مش لارج,كمية_قليلة
الدليفري ممتاز ملوش ذنب لكن الاكل طعمه سيء و مالح جدا و مليان توابل حقيقي تجربة سيئة و رميت الاكل للأسف ربنا يعوض يارب,طعم_سيئ
الاوردر وصل متأخر مستواهم في النازل و اعتقد مش هطلب تاني منهم 😏👎 البطاطس مش مستوية و مقلوبة في الكيس …ساندوتش الشاورما صغير و الحشو قليل و الاوردر ناقص التومية المنقوشة و المحمرة كويسين,طعم_سيئ كمية_قليلة تأخير_طلب طلب_غلط
الفراخ والشيش كانت محروقه والسوتبه محتاج توابل,حرارة_غير_مناسبة
الاكل اتأخر جدا,تأخير_طلب
الشاورما بتاعته حلوة جدا، والفتوش قليل ككمية بس مقبول,كمية_قليلة
طلبت 2شاورما مع زيادة ثومية جاتلي العكس الاتنين بدون ثومية خالص,
طالبه من غير طحينه جه كله طحينه الاكل بارد اتاخر جدااااااا والسندوتش فاضى,حرارة_غير_مناسبة
جامد اوي الساندويتش اللي كله عيش و بطاطس و ٣ حتت شاورما ده اغلي رغيف عيش كلته في حياتي,
اتأكدوا ان الاوردر كامل قبل الاستلام و صوروه لأنهم عادي جدا يبعتوا الاوردر ناقص بنفس السعر الاوردر وصل ناقص رفضوا يعترفوا انه ناقص في الفرع و قرروا انهم مش هيعملوا refund ولا هيبعتوا اللي ناقص و اكتفوا انهم يعملوا 20% off لكن مش هنطلبه تاني اصلا,طلب_غلط
طالب فتة و مفيش معلقة وصلت مع الاوردر !!,
وصل فتة شاورما لحمة فقط شاورما الفراغ نيئة,
برجاء جلب كاتشب سبايس ف المرات القادمه,طعم_سيئ
مش طازة ومش حلو,
طلبت المحمرة تحفة وجات سخنة 👏🏻👏🏻👏🏻.,طعم_سيئ
الأكل طعمه زي القرف,نظافة_سيئة
مكنش في اي إضافات من الي طلبتها مجاش غير توميه ودي مش توميه دي محصلتش مني توميه,
اسوء اكل دقته ف حياتي,
الرز كميته صغيره غير كافيه لكن الشاورما كميتها وفيره,كمية_قليلة
اول مرة الاوردر يوصل كده السندوتشات مش في البوكس و معهاش الصوص الزيادة المطلوب و لا العيش المقلي وصلت السندوتشات كل واحد في كيسه و معاهم باكت بطاطس 🍟 الحمد لله الجودة حلوة لكن السندوتشات الباك بتاعها مهم لأن الحشو وقع و كان مشكلة !!!,طعم_سيئ
اتلغي الاوردر و قبله اتصل بيا المنيوز عشان فيه أصناف مش موجودة,
الاكل كان بارد شوية,حرارة_غير_مناسبة
Shhd,
المنقوشة المحمرة بالجبنة كانت محروقة شوية من الأطراف,طعم_سيئ حرارة_غير_مناسبة
وحش جدا جدا,
الطيار مهذب جدا ما شاء الله,
الاكل فاسد,فساد_الطعام
الاكل وصل بعد ساعتين ونص وساقع جدااا ميتاكلش,حرارة_غير_مناسبة
السندوتشات مش مليانه خالص وحاطين بطاطس كتير جوه سندوتش الشاورما سيء سيء,
الفراخ زفرة جدا ومش نضيفة خالص,
غالي,سعر_غالي
الامل كان في غاية السوء و الفراخ مفرفتة و الصوصات طعمها بجد مقرف و جالنا تسمم كلنا بعدها!! فعلا اخر تعامل مع سوري!!,طعم_سيئ نظافة_سيئة
نفس نوع الاضافه مرتين,طعم_سيئ
الطحينة ليس بالجودة المطلوبة لكن الشاورما ممتازة,
مفيش معالق و الاوردر مش جى مظبوط,
بعتولي ٢ سايت مخلل ومحدش تواصل معايا انا عملاه اضافه واحده بس والاوردر جالي من غير معلقه ومتغرق توميه كده الطلب جاي سئ جدا,
الاوردر جه بدون اي شئ معالق و مناديل,
الفراخ كانت مزفره,
ممتاز,
بصراحة اتقفلت اوي من اخر وجبة دي اللحمة مش حلوة ولا حشو السندوتش وازاي خيار مخلل مع شاورما لحمة ! معروف انه بيبقي لفت بجد كان سيء اوي اوي,
حاجتكم طلعت جميلة اوي يارب تفضلوا حلوين كدا ❤️,
البطاطس سيئه,
اسوء تجربة ف حياتي والاكل جاي ساقع ومحروق وبعد ساعتين من طلبة وكمان مخصموش البروموكود ودي اخر مرة اطلب من الابليكيشين,طعم_سيئ حرارة_غير_مناسبة
ساندوتش البطاطس مش محطوط عليه صوصات أو أي حاجة تديلو طعم زيادة..الشاورما مش وحشه,
جالى تحت البيت .. و بعد كده كلمنى بيقولى فين ٦١ .. قولتله هى مش ٦١ هى ١٦ و انا كاتبها ١٦ .. و صفتله المكان و العمارة .. بعدها تاه و لما كلمته بيقولى انت غلطان .. و لما وصل بيحاول يقنعنى ان انا غلطان مع ان الاوردر اصلا متأخر ٤٥ دقيقة عد المعاد المكتوب,تأخير_طلب طلب_غلط
مش قد كده,
كميه شاورما الفراخ مش كتير أنا كنت طلبت بالحجم الفاخر فته فراخ وجالي الفراخ بكميه صغيره مش كتير,كمية_قليلة
عمو راحل محترم وجميل وجاب الاوردر بسرعه ♥️,
كميه الاكل قليلة جدا والسعر غالي عليه الكميه والحجم,كمية_قليلة سعر_غالي
الابلكيشن مش ظاهر فيه رقم الدليفري ولا تفاصيل تحرك الاوردر,
مش كريسبي و الصوص كله وقع فالعلبة عالرز والفراخ !!,
الخضار مش مستوي,
اسوء ساندوتش بطاطس ع الاطلاق,
لم يحضر التوميه,
اولا الاكل وصل متأخر بسبب الطيار اللي استلم الاوردر وفضل ساعه يلف بيه وبالتالي كان بارد جدا ونصه اترمى ثانيا الاوردر كله كان غير مغلف والزبادي مقلوبة في الكيس ومبهدلة باقي الاطباق ثالثا طعم وجودة سئ جداااااا أسوأ تجربة,حرارة_غير_مناسبة تأخير_طلب
الكميات قلبله جدا جدا,
عيش كتير شاورما قليله,كمية_قليلة
بصراحه خدمة سيئة والعلبة حايه مفتوحة وللاكل بارد ومتاخر والفراخ الشيش طاووق نية وتجربة سيئة ولن تعاد ده غير حبيت اتواصل مع مينوز او محل السورى لم يستجيبوا تجربة سيئة ولن تتكررررر وسوف انشر تجربتى ع مواقع التواصل لعدم شراء مرة اخرى,طعم_سيئ حرارة_غير_مناسبة
الشيش طاووق مكتوب أنه معاه خضار سوتيه مجاش .. والسندوتش صغير ونصه فاضي,كمية_قليلة
طول اوي ع طلب جاهز ويدوبك اتسخن اكتر من ساعة ونص مع العلم ان المكان مش بعيد,
انا مستلمتش الاردور,
الفراخ سيئه جدا جدا جدا,
الوجبه اختلفت عن زمان زمان كان طعمها افضل كتير,
So bad ugly!!,
الاكل وحش اوى مش زى زمان الرز ف الفته وحش الفراخ تعبانه,
طلبت شاورما فراخ وصلت لحمه ؟؟,
B,
بطاطس بايتة صوص قليل جدا و سلطة بايتة و دبلانة,كمية_قليلة
الشاورما حاجه استغفر الله,
اوحش شاورما في الحياه,
الاوردر غلط انا طالبه الحجم الكبير جالي الحجم الصغير,كمية_قليلة طلب_غلط
مزيتة خالص والبطاطس شبه نية ومش مقرمشة,
الاكل جية بارد جداااا كأنة كان في التلاجة وملهوش اي طعب ولا حسيت بطعم تومية اصلا وكلة تحس ان الاكل ناقص ملح وملوش لازمة,حرارة_غير_مناسبة طلب_غلط
الاكل سئ جدا و بارد و مش مستوي كويس بصراحة سئ للغاية,حرارة_غير_مناسبة
الاوردر ناقص,طلب_غلط
السندوتش من غير جبنة ولا تومية,
الاكل مفهوش غير معلقة رز و النص فرخة صغيرة اوي,كمية_قليلة
اكل سيء جدا,
الفته لقيت فيها عود قرنفل او معرفش اسمه ايه بس حاجه خلت طعم الاكل مش حلو,
الاوردر ناقص سلطه التبوله,طلب_غلط
سئ جدأ لا انصح به احد تقريباً كان باعت عينات مش باعت الاكل السندوتشات كلها قد الصوباع بزغم اني جايب الكبير اسوء مطعم جربته لا انصح به احد امال لو كنت جايب الضغير كانو ادوني لقمه مطعم زفت,
اكل يقرف جدا,نظافة_سيئة
اسوا سندوتش واسوا فتة واسوا فتوش واسوا توصيل,
التغليف كويس جداً و الأكل كويس,
الاكل وصل فيه شيء اسود انا مش عارف هو ايه و كمان كان فيه حاجة بلاستيك تجربة سيئة جدًا ورميت الاكل على طول,
كالعاده الاوردر وصل غلط,طلب_غلط
في جلد كتير في الفراخ,
للأسف الأكل لا يصلح للإستعمال الآدمي. تحربة لن تتكرر,
الحجم بقي صغير جدا الكواليتي بقت زي الزفت طالب الاوردر بزبادي جالي بتومية مع اني متأكد عليهم و خليت بتاع الدليفري ياكد عليهم تانى لما وصل مش مقفلين العلب كويس الكواليتي بتاعة الباكينج بقت 👎 الكول سلو حطين علية شربات مسكر جدا باختصار سوري بقي زبالة,كمية_قليلة
الطلب مفروض يحى ف بوكس مع بطاطس شيبس وده كان المطلوب لكن وصل ملفوف فورق و بطاطس مقلية بارده و معجنه,حرارة_غير_مناسبة
مجاش ولا رز ولا خضار و الكميه مش ربع كيلو خالص عيب كده,
تعبت جدا بعد الاكل,تسمم_غذائي
الرز كان بايظ جدا وريحته لا تطاق بجد وكان واضح اوي قد ايه هو غير صالح للاكل,فساد_الطعام
الاكل سئ للغاية بايت والعيش مفرول اترمى والله زي ما هو واخر مرة اطلب من سوري حاجة,طعم_سيئ
سيء جدا الستربس عباره عن حطب و خربان و مجاش نفس الي طلبته,
الاكل يقرف بصراحه اسواء تجربه واسواء اكل فلوس بتترمي ع الارض حرفيا ولله منصحش حد بيه,نظافة_سيئة
اتأخر جدااا جدااا,تأخير_طلب
اسوء شاورما كلتها في حياتي ، عبارة عن جلد مفيش لحمة في الساندوتش حاجة قرف,نظافة_سيئة
كنت طالبة منقوشة لبنة وزعتر تقريبًا فيها ريحة زعتر مش زي لما كنت بطلبها قبل كدة خالص الشاورما والبطاطس كويسين برجاء الاهتمام. شكرًا,
الفراخ مش على طريقه الشاورما كانت مسلوقة ومتحمره على الجريل واللحمه كانت سيئة جداً,طعم_سيئ
